county,state,fips,recent_cases,recent_deaths,pop2019,f_inf_rep,undercount,tooltip
Scott,Arkansas,05127,0,0,10281,0,NA,"Scott county, Arkansas
 recent cases: 0
 recent prevalence: 0.00%
 possible undercount: NAx"
Scott,Indiana,18143,29,0,23873,0.0012147614459850039,NA,"Scott county, Indiana
 recent cases: 29
 recent prevalence: 0.12%
 possible undercount: NAx"
Scott,Iowa,19163,75,4,172943,4.3366889668850433e-4,5.333333333333333,"Scott county, Iowa
 recent cases: 75
 recent prevalence: 0.04%
 possible undercount: 5.3x"
Scott,Kansas,20171,1,0,4823,2.0733982998133942e-4,NA,"Scott county, Kansas
 recent cases: 1
 recent prevalence: 0.02%
 possible undercount: NAx"
Scott,Kentucky,21209,4,0,57004,7.017051434987019e-5,NA,"Scott county, Kentucky
 recent cases: 4
 recent prevalence: 0.01%
 possible undercount: NAx"
Scott,Minnesota,27139,47,0,149013,3.154087227288894e-4,NA,"Scott county, Minnesota
 recent cases: 47
 recent prevalence: 0.03%
 possible undercount: NAx"
Scott,Mississippi,28123,246,3,28124,0.008746977670317168,1.2195121951219512,"Scott county, Mississippi
 recent cases: 246
 recent prevalence: 0.87%
 possible undercount: 1.2x"
Scott,Missouri,29201,24,1,38280,6.269592476489029e-4,4.166666666666667,"Scott county, Missouri
 recent cases: 24
 recent prevalence: 0.06%
 possible undercount: 4.2x"
Scott,Tennessee,47151,1,0,22068,4.5314482508609755e-5,NA,"Scott county, Tennessee
 recent cases: 1
 recent prevalence: 0.00%
 possible undercount: NAx"
Scott,Virginia,51169,2,0,21566,9.273856997125104e-5,NA,"Scott county, Virginia
 recent cases: 2
 recent prevalence: 0.01%
 possible undercount: NAx"
Scotts Bluff,Nebraska,31157,12,0,35618,3.369083047897131e-4,NA,"Scotts Bluff county, Nebraska
 recent cases: 12
 recent prevalence: 0.03%
 possible undercount: NAx"
Screven,Georgia,13251,2,0,13966,1.4320492624946297e-4,NA,"Screven county, Georgia
 recent cases: 2
 recent prevalence: 0.01%
 possible undercount: NAx"
Scurry,Texas,48415,0,0,16703,0,NA,"Scurry county, Texas
 recent cases: 0
 recent prevalence: 0.00%
 possible undercount: NAx"
Searcy,Arkansas,05129,0,0,7881,0,NA,"Searcy county, Arkansas
 recent cases: 0
 recent prevalence: 0.00%
 possible undercount: NAx"
Sebastian,Arkansas,05131,2,0,127827,1.5646146745210322e-5,NA,"Sebastian county, Arkansas
 recent cases: 2
 recent prevalence: 0.00%
 possible undercount: NAx"
Sedgwick,Kansas,20173,188,11,516042,3.643114320152236e-4,5.851063829787234,"Sedgwick county, Kansas
 recent cases: 188
 recent prevalence: 0.04%
 possible undercount: 5.9x"
Seminole,Florida,12117,75,2,471826,1.589569036042948e-4,2.6666666666666665,"Seminole county, Florida
 recent cases: 75
 recent prevalence: 0.02%
 possible undercount: 2.7x"
Seminole,Georgia,13253,5,0,8090,6.180469715698393e-4,NA,"Seminole county, Georgia
 recent cases: 5
 recent prevalence: 0.06%
 possible undercount: NAx"
Seminole,Oklahoma,40133,11,1,24258,4.53458652815566e-4,9.090909090909092,"Seminole county, Oklahoma
 recent cases: 11
 recent prevalence: 0.05%
 possible undercount: 9.1x"
Seneca,New York,36099,28,0,34016,8.231420507996237e-4,NA,"Seneca county, New York
 recent cases: 28
 recent prevalence: 0.08%
 possible undercount: NAx"
Seneca,Ohio,39147,3,0,55178,5.4369495088622274e-5,NA,"Seneca county, Ohio
 recent cases: 3
 recent prevalence: 0.01%
 possible undercount: NAx"
Sequatchie,Tennessee,47153,2,0,15026,1.331026221216558e-4,NA,"Sequatchie county, Tennessee
 recent cases: 2
 recent prevalence: 0.01%
 possible undercount: NAx"
Sequoyah,Oklahoma,40135,2,1,41569,4.811277634775915e-5,50,"Sequoyah county, Oklahoma
 recent cases: 2
 recent prevalence: 0.00%
 possible undercount: 50.0x"
Sevier,Arkansas,05133,4,1,17007,2.3519727171164814e-4,25,"Sevier county, Arkansas
 recent cases: 4
 recent prevalence: 0.02%
 possible undercount: 25.0x"
Sevier,Tennessee,47155,31,1,98250,3.1552162849872776e-4,3.225806451612903,"Sevier county, Tennessee
 recent cases: 31
 recent prevalence: 0.03%
 possible undercount: 3.2x"
Sevier,Utah,49041,2,0,21620,9.250693802035152e-5,NA,"Sevier county, Utah
 recent cases: 2
 recent prevalence: 0.01%
 possible undercount: NAx"
Seward,Kansas,20175,510,0,21428,0.023800634683591563,NA,"Seward county, Kansas
 recent cases: 510
 recent prevalence: 2.38%
 possible undercount: NAx"
Seward,Nebraska,31159,9,0,17284,5.207127979634344e-4,NA,"Seward county, Nebraska
 recent cases: 9
 recent prevalence: 0.05%
 possible undercount: NAx"
Sharkey,Mississippi,28125,2,0,4321,4.628558204119417e-4,NA,"Sharkey county, Mississippi
 recent cases: 2
 recent prevalence: 0.05%
 possible undercount: NAx"
Sharp,Arkansas,05135,8,0,17442,4.5866299736268775e-4,NA,"Sharp county, Arkansas
 recent cases: 8
 recent prevalence: 0.05%
 possible undercount: NAx"
Shasta,California,06089,5,1,180080,2.776543758329631e-5,20,"Shasta county, California
 recent cases: 5
 recent prevalence: 0.00%
 possible undercount: 20.0x"
Shawano,Wisconsin,55115,11,0,40899,2.6895523117924646e-4,NA,"Shawano county, Wisconsin
 recent cases: 11
 recent prevalence: 0.03%
 possible undercount: NAx"
Shawnee,Kansas,20177,39,0,176875,2.2049469964664312e-4,NA,"Shawnee county, Kansas
 recent cases: 39
 recent prevalence: 0.02%
 possible undercount: NAx"
Sheboygan,Wisconsin,55117,12,0,115340,1.0404022888850356e-4,NA,"Sheboygan county, Wisconsin
 recent cases: 12
 recent prevalence: 0.01%
 possible undercount: NAx"
Shelby,Alabama,01117,61,7,217702,2.801995388191197e-4,11.475409836065573,"Shelby county, Alabama
 recent cases: 61
 recent prevalence: 0.03%
 possible undercount: 11.5x"
Shelby,Illinois,17173,6,1,21634,2.7734122215031893e-4,16.666666666666668,"Shelby county, Illinois
 recent cases: 6
 recent prevalence: 0.03%
 possible undercount: 16.7x"
Shelby,Indiana,18145,109,8,44729,0.0024368977620782936,7.339449541284404,"Shelby county, Indiana
 recent cases: 109
 recent prevalence: 0.24%
 possible undercount: 7.3x"
Shelby,Iowa,19165,5,0,11454,4.3652872359001223e-4,NA,"Shelby county, Iowa
 recent cases: 5
 recent prevalence: 0.04%
 possible undercount: NAx"
Shelby,Kentucky,21211,9,1,49024,1.8358355091383812e-4,11.11111111111111,"Shelby county, Kentucky
 recent cases: 9
 recent prevalence: 0.02%
 possible undercount: 11.1x"
Shelby,Missouri,29205,0,0,5930,0,NA,"Shelby county, Missouri
 recent cases: 0
 recent prevalence: 0.00%
 possible undercount: NAx"
Shelby,Ohio,39149,2,1,48590,4.1160732661041366e-5,50,"Shelby county, Ohio
 recent cases: 2
 recent prevalence: 0.00%
 possible undercount: 50.0x"
Shelby,Tennessee,47157,1049,21,937166,0.0011193321140545004,2.001906577693041,"Shelby county, Tennessee
 recent cases: 1049
 recent prevalence: 0.11%
 possible undercount: 2.0x"
Shelby,Texas,48419,60,4,25274,0.00237398116641608,6.666666666666667,"Shelby county, Texas
 recent cases: 60
 recent prevalence: 0.24%
 possible undercount: 6.7x"
Shenandoah,Virginia,51171,120,3,43616,0.002751283932501834,2.5,"Shenandoah county, Virginia
 recent cases: 120
 recent prevalence: 0.28%
 possible undercount: 2.5x"
Sherburne,Minnesota,27141,58,1,97238,5.964746292601657e-4,1.7241379310344827,"Sherburne county, Minnesota
 recent cases: 58
 recent prevalence: 0.06%
 possible undercount: 1.7x"
Sheridan,Kansas,20179,1,0,2521,3.966679888932963e-4,NA,"Sheridan county, Kansas
 recent cases: 1
 recent prevalence: 0.04%
 possible undercount: NAx"
Sheridan,Wyoming,56033,0,0,30485,0,NA,"Sheridan county, Wyoming
 recent cases: 0
 recent prevalence: 0.00%
 possible undercount: NAx"
Sherman,Kansas,20181,4,0,5917,6.760182524928173e-4,NA,"Sherman county, Kansas
 recent cases: 4
 recent prevalence: 0.07%
 possible undercount: NAx"
Sherman,Nebraska,31163,1,0,3001,3.332222592469177e-4,NA,"Sherman county, Nebraska
 recent cases: 1
 recent prevalence: 0.03%
 possible undercount: NAx"
Sherman,Oregon,41055,0,0,1780,0,NA,"Sherman county, Oregon
 recent cases: 0
 recent prevalence: 0.00%
 possible undercount: NAx"
Sherman,Texas,48421,11,0,3022,0.003639973527465255,NA,"Sherman county, Texas
 recent cases: 11
 recent prevalence: 0.36%
 possible undercount: NAx"
Shiawassee,Michigan,26155,68,9,68122,9.98209095446405e-4,13.235294117647058,"Shiawassee county, Michigan
 recent cases: 68
 recent prevalence: 0.10%
 possible undercount: 13.2x"
Sibley,Minnesota,27143,1,0,14865,6.727211570803902e-5,NA,"Sibley county, Minnesota
 recent cases: 1
 recent prevalence: 0.01%
 possible undercount: NAx"
Sierra,New Mexico,35051,0,0,10791,0,NA,"Sierra county, New Mexico
 recent cases: 0
 recent prevalence: 0.00%
 possible undercount: NAx"
Silver Bow,Montana,30093,0,0,34915,0,NA,"Silver Bow county, Montana
 recent cases: 0
 recent prevalence: 0.00%
 possible undercount: NAx"
Simpson,Kentucky,21213,9,0,18572,4.846004738315744e-4,NA,"Simpson county, Kentucky
 recent cases: 9
 recent prevalence: 0.05%
 possible undercount: NAx"
Simpson,Mississippi,28127,21,0,26658,0.00078775602070672965,NA,"Simpson county, Mississippi
 recent cases: 21
 recent prevalence: 0.08%
 possible undercount: NAx"
Sioux,Iowa,19167,17,0,34855,4.877349017357624e-4,NA,"Sioux county, Iowa
 recent cases: 17
 recent prevalence: 0.05%
 possible undercount: NAx"
Sioux,North Dakota,38085,1,0,4230,2.3640661938534278e-4,NA,"Sioux county, North Dakota
 recent cases: 1
 recent prevalence: 0.02%
 possible undercount: NAx"
Siskiyou,California,06093,0,0,43539,0,NA,"Siskiyou county, California
 recent cases: 0
 recent prevalence: 0.00%
 possible undercount: NAx"
Sitka City and Borough,Alaska,02220,0,0,8493,0,NA,"Sitka City and Borough county, Alaska
 recent cases: 0
 recent prevalence: 0.00%
 possible undercount: NAx"
Skagit,Washington,53057,109,4,129205,8.436206029178437e-4,3.669724770642202,"Skagit county, Washington
 recent cases: 109
 recent prevalence: 0.08%
 possible undercount: 3.7x"
Skamania,Washington,53059,0,0,12083,0,NA,"Skamania county, Washington
 recent cases: 0
 recent prevalence: 0.00%
 possible undercount: NAx"
Slope,North Dakota,38087,0,0,750,0,NA,"Slope county, North Dakota
 recent cases: 0
 recent prevalence: 0.00%
 possible undercount: NAx"
Smith,Kansas,20183,0,0,3583,0,NA,"Smith county, Kansas
 recent cases: 0
 recent prevalence: 0.00%
 possible undercount: NAx"
Smith,Mississippi,28129,36,2,15916,0.002261874842925358,5.555555555555555,"Smith county, Mississippi
 recent cases: 36
 recent prevalence: 0.23%
 possible undercount: 5.6x"
Smith,Tennessee,47159,10,0,20157,4.961055712655653e-4,NA,"Smith county, Tennessee
 recent cases: 10
 recent prevalence: 0.05%
 possible undercount: NAx"
Smith,Texas,48423,32,1,232751,1.3748598287440227e-4,3.125,"Smith county, Texas
 recent cases: 32
 recent prevalence: 0.01%
 possible undercount: 3.1x"
Smyth,Virginia,51173,0,0,30104,0,NA,"Smyth county, Virginia
 recent cases: 0
 recent prevalence: 0.00%
 possible undercount: NAx"
Snohomish,Washington,53061,411,12,822083,4.999495184792776e-4,2.9197080291970803,"Snohomish county, Washington
 recent cases: 411
 recent prevalence: 0.05%
 possible undercount: 2.9x"
Snyder,Pennsylvania,42109,3,0,40372,7.430892697909442e-5,NA,"Snyder county, Pennsylvania
 recent cases: 3
 recent prevalence: 0.01%
 possible undercount: NAx"
Socorro,New Mexico,35053,14,1,16637,8.414978662018393e-4,7.142857142857143,"Socorro county, New Mexico
 recent cases: 14
 recent prevalence: 0.08%
 possible undercount: 7.1x"
Solano,California,06095,144,3,447643,3.2168491409449045e-4,2.0833333333333335,"Solano county, California
 recent cases: 144
 recent prevalence: 0.03%
 possible undercount: 2.1x"
Somerset,Maine,23025,2,0,50484,3.9616512162269234e-5,NA,"Somerset county, Maine
 recent cases: 2
 recent prevalence: 0.00%
 possible undercount: NAx"
Somerset,Maryland,24039,26,0,25616,0.0010149906308557152,NA,"Somerset county, Maryland
 recent cases: 26
 recent prevalence: 0.10%
 possible undercount: NAx"
Somerset,New Jersey,34035,1221,130,328934,0.00371199085530836,10.647010647010648,"Somerset county, New Jersey
 recent cases: 1221
 recent prevalence: 0.37%
 possible undercount: 10.6x"
Somerset,Pennsylvania,42111,11,1,73447,1.497678598172832e-4,9.090909090909092,"Somerset county, Pennsylvania
 recent cases: 11
 recent prevalence: 0.01%
 possible undercount: 9.1x"
Sonoma,California,06097,69,2,494336,1.3958117555670638e-4,2.898550724637681,"Sonoma county, California
 recent cases: 69
 recent prevalence: 0.01%
 possible undercount: 2.9x"
Southampton,Virginia,51175,110,0,17631,0.006239010833191538,NA,"Southampton county, Virginia
 recent cases: 110
 recent prevalence: 0.62%
 possible undercount: NAx"
Southeast Fairbanks Census Area,Alaska,02240,0,0,6893,0,NA,"Southeast Fairbanks Census Area county, Alaska
 recent cases: 0
 recent prevalence: 0.00%
 possible undercount: NAx"
Spalding,Georgia,13255,86,3,66703,0.0012892973329535404,3.488372093023256,"Spalding county, Georgia
 recent cases: 86
 recent prevalence: 0.13%
 possible undercount: 3.5x"
Spartanburg,South Carolina,45083,92,6,319785,2.8769329393186046e-4,6.521739130434782,"Spartanburg county, South Carolina
 recent cases: 92
 recent prevalence: 0.03%
 possible undercount: 6.5x"
Spencer,Indiana,18147,0,1,20277,0,NA,"Spencer county, Indiana
 recent cases: 0
 recent prevalence: 0.00%
 possible undercount: NAx"
Spencer,Kentucky,21215,6,0,19351,3.1006149552994676e-4,NA,"Spencer county, Kentucky
 recent cases: 6
 recent prevalence: 0.03%
 possible undercount: NAx"
Spink,South Dakota,46115,0,0,6376,0,NA,"Spink county, South Dakota
 recent cases: 0
 recent prevalence: 0.00%
 possible undercount: NAx"
Spokane,Washington,53063,60,4,522798,1.1476708021071236e-4,6.666666666666667,"Spokane county, Washington
 recent cases: 60
 recent prevalence: 0.01%
 possible undercount: 6.7x"
Spotsylvania,Virginia,51177,127,2,136215,9.323495943912198e-4,1.5748031496062993,"Spotsylvania county, Virginia
 recent cases: 127
 recent prevalence: 0.09%
 possible undercount: 1.6x"
St. Bernard,Louisiana,22087,74,8,47244,0.0015663364660062652,10.81081081081081,"St. Bernard county, Louisiana
 recent cases: 74
 recent prevalence: 0.16%
 possible undercount: 10.8x"
St. Charles,Louisiana,22089,73,12,53100,0.001374764595103578,16.438356164383563,"St. Charles county, Louisiana
 recent cases: 73
 recent prevalence: 0.14%
 possible undercount: 16.4x"
St. Charles,Missouri,29183,168,19,402022,4.178875782917353e-4,11.30952380952381,"St. Charles county, Missouri
 recent cases: 168
 recent prevalence: 0.04%
 possible undercount: 11.3x"
St. Clair,Alabama,01115,17,0,89512,1.899186701224417e-4,NA,"St. Clair county, Alabama
 recent cases: 17
 recent prevalence: 0.02%
 possible undercount: NAx"
St. Clair,Illinois,17163,290,23,259686,0.0011167332855833584,7.931034482758621,"St. Clair county, Illinois
 recent cases: 290
 recent prevalence: 0.11%
 possible undercount: 7.9x"
St. Clair,Michigan,26147,83,6,159128,5.215926801065808e-4,7.228915662650603,"St. Clair county, Michigan
 recent cases: 83
 recent prevalence: 0.05%
 possible undercount: 7.2x"
St. Clair,Missouri,29185,0,0,9397,0,NA,"St. Clair county, Missouri
 recent cases: 0
 recent prevalence: 0.00%
 possible undercount: NAx"
St. Croix,Wisconsin,55109,10,0,90687,1.1026938811516534e-4,NA,"St. Croix county, Wisconsin
 recent cases: 10
 recent prevalence: 0.01%
 possible undercount: NAx"
St. Francis,Arkansas,05123,29,0,24994,0.0011602784668320397,NA,"St. Francis county, Arkansas
 recent cases: 29
 recent prevalence: 0.12%
 possible undercount: NAx"
St. Francois,Missouri,29187,4,0,67215,5.951052592427286e-5,NA,"St. Francois county, Missouri
 recent cases: 4
 recent prevalence: 0.01%
 possible undercount: NAx"
St. Helena,Louisiana,22091,11,0,10132,0.0010856691669956574,NA,"St. Helena county, Louisiana
 recent cases: 11
 recent prevalence: 0.11%
 possible undercount: NAx"
St. James,Louisiana,22093,26,4,21096,0.0012324611300720517,15.384615384615385,"St. James county, Louisiana
 recent cases: 26
 recent prevalence: 0.12%
 possible undercount: 15.4x"
St. John the Baptist,Louisiana,22095,96,18,42837,0.002241053295048673,18.75,"St. John the Baptist county, Louisiana
 recent cases: 96
 recent prevalence: 0.22%
 possible undercount: 18.8x"
St. Johns,Florida,12109,20,0,264672,7.556522790472736e-5,NA,"St. Johns county, Florida
 recent cases: 20
 recent prevalence: 0.01%
 possible undercount: NAx"
St. Joseph,Indiana,18141,245,12,271826,9.01311868621839e-4,4.8979591836734695,"St. Joseph county, Indiana
 recent cases: 245
 recent prevalence: 0.09%
 possible undercount: 4.9x"
St. Joseph,Michigan,26149,18,0,60964,2.952562167836756e-4,NA,"St. Joseph county, Michigan
 recent cases: 18
 recent prevalence: 0.03%
 possible undercount: NAx"
St. Landry,Louisiana,22097,62,21,82124,7.549559203156202e-4,33.87096774193548,"St. Landry county, Louisiana
 recent cases: 62
 recent prevalence: 0.08%
 possible undercount: 33.9x"
St. Lawrence,New York,36089,58,1,107740,5.38333023946538e-4,1.7241379310344827,"St. Lawrence county, New York
 recent cases: 58
 recent prevalence: 0.05%
 possible undercount: 1.7x"
St. Louis,Minnesota,27137,28,1,199070,1.4065404129200783e-4,3.5714285714285716,"St. Louis county, Minnesota
 recent cases: 28
 recent prevalence: 0.01%
 possible undercount: 3.6x"
St. Louis,Missouri,29189,1134,98,994205,0.0011406098339879602,8.641975308641975,"St. Louis county, Missouri
 recent cases: 1134
 recent prevalence: 0.11%
 possible undercount: 8.6x"
St. Louis city,Missouri,29510,438,38,300576,0.0014572021718300863,8.67579908675799,"St. Louis city county, Missouri
 recent cases: 438
 recent prevalence: 0.15%
 possible undercount: 8.7x"
St. Lucie,Florida,12111,54,9,328297,1.6448520699244892e-4,16.666666666666668,"St. Lucie county, Florida
 recent cases: 54
 recent prevalence: 0.02%
 possible undercount: 16.7x"
St. Martin,Louisiana,22099,54,6,53431,0.001010649248563568,11.11111111111111,"St. Martin county, Louisiana
 recent cases: 54
 recent prevalence: 0.10%
 possible undercount: 11.1x"
St. Mary,Louisiana,22101,52,7,49348,0.001053740779768177,13.461538461538462,"St. Mary county, Louisiana
 recent cases: 52
 recent prevalence: 0.11%
 possible undercount: 13.5x"
St. Mary's,Maryland,24037,63,4,113510,5.550171791031627e-4,6.349206349206349,"St. Mary's county, Maryland
 recent cases: 63
 recent prevalence: 0.06%
 possible undercount: 6.3x"
St. Tammany,Louisiana,22103,302,44,260419,0.0011596696093603002,14.56953642384106,"St. Tammany county, Louisiana
 recent cases: 302
 recent prevalence: 0.12%
 possible undercount: 14.6x"
Stafford,Kansas,20185,0,0,4156,0,NA,"Stafford county, Kansas
 recent cases: 0
 recent prevalence: 0.00%
 possible undercount: NAx"
Stafford,Virginia,51179,144,0,152882,9.419029055088238e-4,NA,"Stafford county, Virginia
 recent cases: 144
 recent prevalence: 0.09%
 possible undercount: NAx"
Stanislaus,California,06099,192,11,550660,3.48672502088403e-4,5.729166666666667,"Stanislaus county, California
 recent cases: 192
 recent prevalence: 0.03%
 possible undercount: 5.7x"
Stanley,South Dakota,46117,7,0,3098,0.0022595222724338285,NA,"Stanley county, South Dakota
 recent cases: 7
 recent prevalence: 0.23%
 possible undercount: NAx"
Stanly,North Carolina,37167,8,1,62806,1.2737636531541573e-4,12.5,"Stanly county, North Carolina
 recent cases: 8
 recent prevalence: 0.01%
 possible undercount: 12.5x"
Stanton,Kansas,20187,4,0,2006,0.0019940179461615153,NA,"Stanton county, Kansas
 recent cases: 4
 recent prevalence: 0.20%
 possible undercount: NAx"
Stanton,Nebraska,31167,9,0,5920,0.0015202702702702704,NA,"Stanton county, Nebraska
 recent cases: 9
 recent prevalence: 0.15%
 possible undercount: NAx"
Stark,Illinois,17175,0,0,5342,0,NA,"Stark county, Illinois
 recent cases: 0
 recent prevalence: 0.00%
 possible undercount: NAx"
Stark,North Dakota,38089,18,0,31489,5.71628187621074e-4,NA,"Stark county, North Dakota
 recent cases: 18
 recent prevalence: 0.06%
 possible undercount: NAx"
Stark,Ohio,39151,163,29,370606,4.3982018639741394e-4,17.791411042944784,"Stark county, Ohio
 recent cases: 163
 recent prevalence: 0.04%
 possible undercount: 17.8x"
Starke,Indiana,18149,6,1,22995,2.609262883235486e-4,16.666666666666668,"Starke county, Indiana
 recent cases: 6
 recent prevalence: 0.03%
 possible undercount: 16.7x"
Starr,Texas,48427,3,0,64633,4.6415917565330406e-5,NA,"Starr county, Texas
 recent cases: 3
 recent prevalence: 0.00%
 possible undercount: NAx"
Staunton city,Virginia,51790,3,0,24932,1.2032729022942403e-4,NA,"Staunton city county, Virginia
 recent cases: 3
 recent prevalence: 0.01%
 possible undercount: NAx"
Ste. Genevieve,Missouri,29186,2,0,17894,1.1176930814798256e-4,NA,"Ste. Genevieve county, Missouri
 recent cases: 2
 recent prevalence: 0.01%
 possible undercount: NAx"
Stearns,Minnesota,27145,797,2,161075,0.0049480055874592584,0.25094102885821834,"Stearns county, Minnesota
 recent cases: 797
 recent prevalence: 0.49%
 possible undercount: 0.3x"
Steele,Minnesota,27147,16,0,36649,4.3657398564763024e-4,NA,"Steele county, Minnesota
 recent cases: 16
 recent prevalence: 0.04%
 possible undercount: NAx"
Stephens,Georgia,13257,47,0,25925,0.0018129218900675024,NA,"Stephens county, Georgia
 recent cases: 47
 recent prevalence: 0.18%
 possible undercount: NAx"
Stephens,Oklahoma,40137,3,0,43143,6.953619358876295e-5,NA,"Stephens county, Oklahoma
 recent cases: 3
 recent prevalence: 0.01%
 possible undercount: NAx"
Stephens,Texas,48429,0,0,9366,0,NA,"Stephens county, Texas
 recent cases: 0
 recent prevalence: 0.00%
 possible undercount: NAx"
Stephenson,Illinois,17177,58,0,44498,0.0013034293676120275,NA,"Stephenson county, Illinois
 recent cases: 58
 recent prevalence: 0.13%
 possible undercount: NAx"
Steuben,Indiana,18151,34,0,34594,9.828293923801815e-4,NA,"Steuben county, Indiana
 recent cases: 34
 recent prevalence: 0.10%
 possible undercount: NAx"
Steuben,New York,36101,51,2,95379,5.34708898185135e-4,3.9215686274509802,"Steuben county, New York
 recent cases: 51
 recent prevalence: 0.05%
 possible undercount: 3.9x"
Stevens,Kansas,20189,8,0,5485,0.0014585232452142207,NA,"Stevens county, Kansas
 recent cases: 8
 recent prevalence: 0.15%
 possible undercount: NAx"
Stevens,Washington,53065,2,0,45723,4.374166174572972e-5,NA,"Stevens county, Washington
 recent cases: 2
 recent prevalence: 0.00%
 possible undercount: NAx"
Stewart,Georgia,13259,8,0,6621,0.0012082766953632382,NA,"Stewart county, Georgia
 recent cases: 8
 recent prevalence: 0.12%
 possible undercount: NAx"
Stewart,Tennessee,47161,2,0,13715,1.4582573824279985e-4,NA,"Stewart county, Tennessee
 recent cases: 2
 recent prevalence: 0.01%
 possible undercount: NAx"
Stillwater,Montana,30095,0,0,9642,0,NA,"Stillwater county, Montana
 recent cases: 0
 recent prevalence: 0.00%
 possible undercount: NAx"
Stoddard,Missouri,29207,3,0,29025,1.0335917312661498e-4,NA,"Stoddard county, Missouri
 recent cases: 3
 recent prevalence: 0.01%
 possible undercount: NAx"
Stokes,North Carolina,37169,1,0,45591,2.1934153670680615e-5,NA,"Stokes county, North Carolina
 recent cases: 1
 recent prevalence: 0.00%
 possible undercount: NAx"
Stone,Arkansas,05137,1,0,12506,7.996161842315688e-5,NA,"Stone county, Arkansas
 recent cases: 1
 recent prevalence: 0.01%
 possible undercount: NAx"
Stone,Mississippi,28131,3,0,18336,1.636125654450262e-4,NA,"Stone county, Mississippi
 recent cases: 3
 recent prevalence: 0.02%
 possible undercount: NAx"
Stone,Missouri,29209,0,0,31952,0,NA,"Stone county, Missouri
 recent cases: 0
 recent prevalence: 0.00%
 possible undercount: NAx"
Story,Iowa,19169,20,1,97117,2.0593716856986933e-4,5,"Story county, Iowa
 recent cases: 20
 recent prevalence: 0.02%
 possible undercount: 5.0x"
Strafford,New Hampshire,33017,52,10,130633,3.98061745500754e-4,19.23076923076923,"Strafford county, New Hampshire
 recent cases: 52
 recent prevalence: 0.04%
 possible undercount: 19.2x"
Stutsman,North Dakota,38093,9,0,20704,4.346986089644513e-4,NA,"Stutsman county, North Dakota
 recent cases: 9
 recent prevalence: 0.04%
 possible undercount: NAx"
Sublette,Wyoming,56035,0,0,9831,0,NA,"Sublette county, Wyoming
 recent cases: 0
 recent prevalence: 0.00%
 possible undercount: NAx"
Suffolk,Massachusetts,25025,5504,324,803907,0.006846563097472717,5.886627906976744,"Suffolk county, Massachusetts
 recent cases: 5504
 recent prevalence: 0.68%
 possible undercount: 5.9x"
Suffolk,New York,36103,7121,429,1476601,0.004822562086846751,6.024434770397416,"Suffolk county, New York
 recent cases: 7121
 recent prevalence: 0.48%
 possible undercount: 6.0x"
Suffolk city,Virginia,51800,94,13,92108,0.0010205411039214834,13.829787234042554,"Suffolk city county, Virginia
 recent cases: 94
 recent prevalence: 0.10%
 possible undercount: 13.8x"
Sullivan,Indiana,18153,6,0,20669,2.9028980598964633e-4,NA,"Sullivan county, Indiana
 recent cases: 6
 recent prevalence: 0.03%
 possible undercount: NAx"
Sullivan,Missouri,29211,1,0,6089,1.6423057973394647e-4,NA,"Sullivan county, Missouri
 recent cases: 1
 recent prevalence: 0.02%
 possible undercount: NAx"
Sullivan,New Hampshire,33019,2,0,43146,4.6354239095165254e-5,NA,"Sullivan county, New Hampshire
 recent cases: 2
 recent prevalence: 0.00%
 possible undercount: NAx"
Sullivan,New York,36105,429,5,75432,0.005687241489023226,1.1655011655011656,"Sullivan county, New York
 recent cases: 429
 recent prevalence: 0.57%
 possible undercount: 1.2x"
Sullivan,Pennsylvania,42113,0,0,6066,0,NA,"Sullivan county, Pennsylvania
 recent cases: 0
 recent prevalence: 0.00%
 possible undercount: NAx"
Sullivan,Tennessee,47163,14,0,158348,8.841286280849774e-5,NA,"Sullivan county, Tennessee
 recent cases: 14
 recent prevalence: 0.01%
 possible undercount: NAx"
Sully,South Dakota,46119,0,0,1391,0,NA,"Sully county, South Dakota
 recent cases: 0
 recent prevalence: 0.00%
 possible undercount: NAx"
Summers,West Virginia,54089,0,0,12573,0,NA,"Summers county, West Virginia
 recent cases: 0
 recent prevalence: 0.00%
 possible undercount: NAx"
Summit,Colorado,08117,63,1,31011,0.0020315371964786688,1.5873015873015872,"Summit county, Colorado
 recent cases: 63
 recent prevalence: 0.20%
 possible undercount: 1.6x"
Summit,Ohio,39153,366,38,541013,6.765086975728864e-4,10.382513661202186,"Summit county, Ohio
 recent cases: 366
 recent prevalence: 0.07%
 possible undercount: 10.4x"
Summit,Utah,49043,47,0,42145,0.0011151975323288646,NA,"Summit county, Utah
 recent cases: 47
 recent prevalence: 0.11%
 possible undercount: NAx"
Sumner,Kansas,20191,1,0,22836,4.3790506218251886e-5,NA,"Sumner county, Kansas
 recent cases: 1
 recent prevalence: 0.00%
 possible undercount: NAx"
Sumner,Tennessee,47165,135,7,191283,7.057605746459434e-4,5.185185185185185,"Sumner county, Tennessee
 recent cases: 135
 recent prevalence: 0.07%
 possible undercount: 5.2x"
Sumter,Alabama,01119,41,3,12427,0.0032992677235052707,7.317073170731708,"Sumter county, Alabama
 recent cases: 41
 recent prevalence: 0.33%
 possible undercount: 7.3x"
Sumter,Florida,12119,73,3,132420,5.512762422594774e-4,4.109589041095891,"Sumter county, Florida
 recent cases: 73
 recent prevalence: 0.06%
 possible undercount: 4.1x"
